05121	3
08047	1
12051	145
13087	1
13311	3
17119	24
18127	16
19135	1
20115	1
22005	1
23013	4
24021	43
26065	108
28081	38
29215	1
36019	4
37027	7
37153	2
38035	21
39043	7
41031	1
41059	2
45091	33
47107	17
48241	5
51580	1
53029	4
54037	18
55045	2
06095	78
12115	113
13123	1
13277	5
17057	1
17183	1
18065	4
19073	1
21089	4
22097	15
26101	1
26129	6
27137	47
28145	3
29027	4
31141	1
32023	4
36083	12
37091	1
39107	1
45029	3
47045	4
47171	5
48053	1
48459	8
51077	1
51770	59
55109	3
06005	1
08049	1
12053	17
13089	94
13313	16
18101	1
18129	1
19137	1
21125	12
26067	1
27075	1
28083	2
29091	6
29217	3
30099	1
37001	11
37155	5
39045	11
39171	2
40151	2
41033	7
42041	18
42069	32
47109	1
48117	5
48397	11
53003	1
54011	43
54039	36
55047	1
01001	14
05089	1
06097	58
12117	90
13279	1
17031	3688
18067	8
20055	2
22071	793
22099	1
26103	3
27111	1
27139	8
29001	3
29029	2
34041	12
37093	1
39109	9
45003	17
46011	6
47047	1
48055	9
48181	23
48307	1
01093	12
02164	1
05125	12
06007	24
12055	3
13063	21
18103	7
19111	2
19139	3
22009	1
23017	1
24025	9
26041	1
26069	1
28085	1
36121	1
37003	1
37157	1
39047	1
39173	11
40027	71
40153	1
41035	3
42043	40
48245	62
48371	1
48399	1
53005	4
55021	2
55049	2
01003	48
05063	3
06071	695
06099	56
12119	2
13127	7
13253	1
16025	1
17187	1
18069	2
20057	7
22073	25
27113	1
28121	27
28149	8
29003	3
31019	5
35051	2
36087	15
40091	7
42107	7
46013	4
47021	1
47049	1
47175	2
48057	2
48183	25
48309	101
51620	1
01095	13
05127	1
06009	2
12057	659
18105	57
19113	48
21101	9
23019	22
24027	26
26043	1
27079	1
28087	6
29095	524
37159	15
39021	2
39049	627
40001	2
42045	21
48247	1
48373	5
51775	6
51810	156
53007	6
06073	1329
13129	5
13255	11
16027	9
17035	2
17161	14
17189	1
18043	8
20059	3
21067	133
21193	14
26107	3
28123	3
29131	1
29159	10
30111	16
31147	1
32001	2
35053	2
36061	6883
36089	10
37097	20
42109	2
45007	14
46015	1
47023	1
48059	1
48185	9
53071	14
01097	167
08027	1
12031	358
13067	100
13193	4
13319	1
18107	1
21103	1
24001	6
24029	2
26045	8
27053	775
28089	17
29097	28
29510	658
37007	1
37133	29
38015	12
39023	21
41039	54
45071	1
48221	3
48249	4
48375	38
53009	101
55025	239
56033	2
01007	9
06075	1098
08091	1
13103	2
13257	4
16001	94
17037	14
17163	33
18045	3
21195	9
22077	1
27117	1
29007	1
32003	803
33011	79
35055	3
36063	18
37071	32
37099	5
47025	2
47179	35
48187	13
48439	419
50021	2
51057	1
51750	7
53073	44
54081	5
01071	5
06111	116
08001	65
08029	1
12033	116
13069	1
13195	1
18109	20
22113	1
24003	108
25011	2
26047	1
29071	10
29099	4
37135	59
38017	61
39025	6
39151	53
40131	5
41013	3
42021	9
42049	54
45073	1
46081	2
54019	3
01009	21
05041	1
05069	10
06077	85
13259	1
17039	1
17165	5
18047	1
18173	12
19181	5
20035	12
20161	109
21043	1
22051	29
22079	8
28127	2
29009	3
32005	1
33013	13
34021	54
35057	2
36065	18
40097	5
47153	1
48035	2
48161	2
48189	3
49043	21
50023	7
51059	83
51185	4
53075	10
54083	1
55091	1
01073	415
05105	1
06113	24
08003	1
09011	22
12035	12
13043	1
17201	46
21107	8
22115	2
24005	36
25013	49
26021	13
26049	86
28065	2
29073	2
30053	1
31089	1
32510	15
36101	2
38019	1
39027	2
39153	100
41015	3
45075	25
47091	1
48351	1
48379	2
55029	1
56037	1
05043	1
06051	2
06079	35
08095	1
13107	17
13233	1
16005	2
17167	48
18021	1
18049	1
19057	16
20037	13
20163	1
21045	1
21199	9
24510	664
28129	3
32007	25
33015	55
34023	62
35031	2
36067	110
39091	8
40071	4
47001	8
47029	3
47155	13
48037	19
48163	4
48415	1
49045	4
50025	2
51187	2
51600	40
53077	15
55093	3
05107	4
06115	3
08005	46
09013	5
11001	1555
13045	9
13171	1
17203	7
21235	8
22117	2
25015	32
26023	2
27031	2
27059	4
28067	3
36103	84
37111	1
37139	25
39001	1
39029	2
39155	6
40135	4
41017	33
42025	6
45077	29
46085	2
47093	247
48227	3
55003	6
56011	1
56039	7
05045	39
06053	47
08097	3
13109	4
17015	2
17141	2
18023	2
18177	2
19059	2
21047	3
22055	110
33017	11
34025	38
36069	7
37077	1
38085	2
39093	18
40073	3
46121	1
47003	3
47157	671
48039	35
48165	2
48291	1
50027	2
51161	1
55095	3
01077	18
09015	2
12011	411
12039	3
13047	3
20201	9
22119	4
24009	10
25017	286
26025	11
28041	1
29077	129
36105	9
37113	5
39003	70
39157	6
40137	5
41019	7
42027	47
45051	87
45079	146
48201	2211
48355	99
48481	2
51540	71
55005	2
55131	5
56013	6
01113	5
02275	1
06055	27
08071	2
08099	3
16009	1
17017	3
17143	39
18179	2
19033	7
19187	1
20013	3
20167	4
21021	4
21049	1
22057	9
28105	33
29113	1
31101	2
33019	3
34027	20
35035	9
36043	2
37051	61
39095	118
42091	43
47131	1
48013	4
48167	169
48293	7
49021	2
49049	47
50001	2
51730	6
53053	118
54061	31
55097	2
01051	8
01079	2
02122	13
04012	2
13021	37
13049	1
13175	8
16073	1
21211	1
21239	3
25019	1
26027	2
27035	2
27161	1
28043	2
29051	7
30031	34
31067	1
36107	3
37115	2
39005	1
39131	2
39159	3
40111	6
42001	4
42029	42
47097	8
48203	6
55007	2
55133	48
56015	1
01115	8
04013	799
06057	12
13211	7
17019	84
18153	1
20015	11
20169	6
22031	1
22059	1
26091	6
28107	12
34001	18
34029	18
35037	4
36045	6
38089	1
39097	243
40077	1
48015	1
48141	147
50003	2
51165	5
55071	2
01053	3
12015	12
13023	1
13177	1
16075	2
17083	1
18091	31
26029	2
26155	2
27037	24
27163	23
28045	3
29053	1
36109	31
39007	6
39133	14
40113	1
42003	638
45055	7
47071	2
47099	3
48331	5
48359	2
48485	29
51670	1
55009	73
55135	4
01117	19
04015	8
05023	2
06031	9
06059	477
13213	1
17147	2
18029	4
19163	17
21151	16
21179	5
22033	210
26093	5
28109	5
29117	1
34003	52
35039	1
36047	3
37055	2
37181	2
39071	3
39099	30
40051	4
40079	4
42095	35
47009	16
47135	1
48143	2
51013	111
51167	4
53057	1
54065	1
55073	18
01055	24
08111	1
12017	20
13151	25
13179	1
17085	1
18093	4
26157	6
28047	57
29055	2
29181	1
31043	1
37119	589
39009	34
39135	2
40115	2
42005	1
42131	2
45057	1
46065	3
47073	1
48487	1
51735	1
54101	2
55137	1
01119	10
04017	8
06033	2
08077	7
12081	33
13215	34
17121	2
18003	55
18157	50
19011	1
19165	1
21153	1
22035	1
29119	2
34005	25
35013	20
36021	3
36049	1
37057	13
37183	421
39073	2
41061	3
42097	2
48019	3
49027	3
50007	42
51015	1
51141	2
51169	1
53031	2
53059	1
55075	10
08113	2
12019	19
13027	4
13153	8
18095	19
20209	12
21091	2
21217	1
26005	4
26159	3
27013	17
28049	228
29183	14
38101	2
39137	10
42007	22
42133	36
45031	10
45059	5
46067	1
48083	2
48209	52
48489	1
51520	3
55111	3
55139	23
04019	199
05027	5
08051	2
12083	60
13217	4
17123	1
18005	8
18131	1
19013	28
19167	2
21001	3
21029	4
21155	1
31109	101
34007	44
35015	1
36023	2
37031	7
37059	5
40055	2
41063	2
42071	70
42099	3
46103	15
48147	2
48273	12
49001	1
51710	118
53033	1025
54041	1
54069	5
55077	2
01031	4
01059	5
05091	4
13029	4
16053	1
17089	73
18097	450
20085	1
21093	16
21219	2
26007	1
27141	8
27169	7
28023	4
29031	16
30039	1
39139	7
40119	47
42009	1
48085	160
48337	1
48463	2
55113	3
05001	1
05029	1
06037	5050
12085	16
13219	1
19015	2
19169	45
20121	1
20149	1
26099	41
29221	4
34009	12
35017	3
36025	2
38041	123
39077	3
41065	1
42073	8
47113	33
48121	86
48149	3
49003	2
51019	2
53035	17
54043	1
55051	230
55079	411
01033	8
05093	22
08117	3
12086	1576
13157	5
16055	10
17063	1
18071	4
18099	7
21095	3
26009	1
27017	1
27143	1
28025	1
28151	3
29187	6
30013	2
31175	1
38105	4
39113	159
45035	13
47051	2
47079	2
48339	49
48465	4
51083	1
51650	39
51678	5
54107	4
55115	1
05003	1
06011	2
06039	6
12087	40
13095	39
17127	19
18009	2
19017	5
19143	2
21005	6
21131	1
23021	1
26073	8
29223	1
36027	45
37035	18
37161	3
37189	38
39051	4
39079	1
40031	32
41067	40
42075	15
47115	1
48123	2
48277	73
48501	2
49005	19
51147	4
51840	13
53037	4
54045	1
08119	2
12123	1
16057	13
18073	2
26137	1
27019	3
27145	11
28027	3
28153	5
29161	6
29189	44
30015	1
32031	84
36091	14
42111	3
44001	4
47053	17
48061	60
48089	3
48313	1
48467	4
51085	7
55117	18
02170	12
05131	36
06013	158
12061	52
12089	6
13097	16
13321	2
17129	1
18137	3
19145	1
20125	1
22015	16
23023	1
24031	146
26075	18
27083	2
28091	2
36001	103
36029	236
37037	9
37163	1
39053	3
41041	5
42077	42
47117	2
48251	34
48279	60
48503	2
51121	51
51590	7
53011	331
53039	2
55055	3
05097	1
12125	3
13133	1
13287	7
17193	1
18075	1
19083	1
20063	1
21099	1
26111	6
26139	33
27147	3
28001	5
28029	4
28155	1
29037	9
31025	1
31151	1
31179	2
36093	14
39117	1
44003	20
45011	11
45039	1
48441	20
48469	26
51087	6
55119	1
05007	45
08031	547
08059	49
12063	6
13071	2
13099	1
17103	1
21009	27
21135	1
22017	93
23025	4
24033	106
26077	35
27085	3
36003	5
40035	2
41043	7
42051	9
42079	19
47119	17
54021	1
54049	4
55057	2
01039	15
05099	1
12127	128
13009	3
13135	71
13261	1
17041	3
17195	4
18077	5
20191	3
21073	10
27121	1
27149	1
28003	2
29011	1
29039	2
29165	2
31153	8
39119	3
42115	2
44005	18
45013	15
47057	1
47183	4
51061	1
02020	72
05009	3
06017	19
12065	1
13073	5
18113	2
19149	2
21137	1
22019	22
23027	9
24035	3
26051	1
26079	1
28095	2
29201	7
37013	1
37167	1
39057	24
40037	12
41045	2
48381	10
48507	5
53015	10
55031	6
55059	24
01013	2
06081	87
12101	44
13137	1
17043	97
17197	41
18051	2
18079	1
19087	1
20193	1
26115	6
27123	219
28131	1
29167	3
31001	9
35061	4
44007	128
45015	5
47031	5
47059	3
48067	74
48319	1
48445	2
51063	1
51595	1
51630	26
06019	187
08035	29
13075	1
17107	3
18115	2
20103	6
21111	265
23001	11
23029	6
24037	112
27089	1
29203	1
36007	26
37141	3
37169	4
39059	8
40039	3
41047	26
42055	10
48257	8
51820	4
53017	1
54025	3
56041	1
01015	29
05075	1
06083	109
12103	185
13111	1
13139	19
15001	10
17199	7
18053	3
19061	11
22085	5
29015	2
29141	6
29169	1
31157	1
36071	31
36099	3
42119	1
44009	3
47187	90
48041	58
51191	1
02150	1
05111	3
08037	12
12069	27
13077	9
13301	1
17109	3
18117	1
19125	3
20105	3
21113	6
22121	3
23003	2
26055	17
27063	2
28071	26
28099	1
36009	5
37017	1
37143	3
38025	3
40013	1
48105	6
48231	14
48259	5
51570	1
54027	1
55035	20
01017	3
06085	360
12105	73
13113	19
13267	1
15003	188
16011	3
18055	1
21079	2
22087	1
26119	1
28009	2
28135	1
31159	1
37081	144
45019	224
46027	5
47161	2
47189	15
48043	1
48449	1
51067	5
51760	327
54091	2
01081	58
12043	1
13051	119
18119	3
19127	6
23005	144
24013	9
25021	51
26057	1
27065	1
29081	1
29207	2
37019	8
39035	1223
40015	1
40141	1
42031	9
42059	6
45083	40
48233	4
48387	1
51103	1
54001	2
54029	2
01019	1
02090	55
05051	13
05079	1
06087	48
12107	5
13115	30
16013	4
17021	3
17049	1
18057	49
20045	85
22061	12
22089	7
27129	1
28137	1
29019	148
29145	4
34031	47
36075	5
37083	2
46029	1
47037	996
47163	26
48171	4
48199	4
48423	43
49053	4
51041	7
51069	1
51195	4
01083	13
05115	8
08013	179
10001	8
13053	3
19101	7
21117	5
23007	1
24015	6
25023	32
26031	1
26059	1
28075	5
29083	1
29209	3
30063	18
36111	42
37147	52
38029	1
39037	2
39163	1
40017	15
40143	306
42033	9
45085	6
46093	1
48361	5
54003	5
55039	5
05053	1
06061	52
06089	27
08014	5
12109	5
13117	9
13243	1
15007	1
17177	4
18059	5
19067	2
19193	17
20173	187
22063	10
27103	2
28139	1
29147	3
34033	1
36077	6
37085	1
40081	3
47011	15
47165	33
48047	3
48425	1
49055	1
51197	1
51610	9
01085	1
08015	1
10003	67
12047	1
13055	7
19103	61
21119	1
22127	1
23009	5
24017	8
25025	1159
27041	2
28077	1
36113	6
37149	1
38003	1
39011	1
39039	2
39165	30
40019	2
40145	3
41027	3
42035	1
48363	4
51107	21
51800	4
54005	1
55013	1
56021	18
01121	10
05055	2
13245	72
15009	3
16017	6
17025	1
17151	1
17179	8
18033	1
19041	1
20021	1
20175	1
21183	2
28113	4
29121	1
31137	2
32019	5
34035	11
35043	39
36051	5
36079	5
37087	3
38095	2
40083	5
46005	2
47013	18
47167	3
48021	9
48049	1
48427	8
49057	29
51171	1
51199	4
53061	52
54097	3
01087	4
02130	4
05119	190
10005	17
12021	51
12049	4
13057	31
22101	5
25027	81
26035	1
26161	130
28079	1
30067	1
36115	3
37123	1
38005	1
39013	4
39167	4
40147	27
41001	1
41029	17
42037	6
45061	1
45089	1
48365	4
48491	61
51109	1
51550	25
54007	4
55141	7
01123	2
04021	13
06065	316
08081	1
13247	3
16019	10
17027	1
18035	31
20177	72
21031	2
21059	24
21185	6
28115	2
31111	1
33001	5
34037	4
35045	13
36053	3
37089	15
38097	1
40085	3
47141	9
48177	1
48401	1
51047	1
51173	3
51740	12
53063	80
01061	1
01089	160
06101	4
12023	11
13031	24
13059	107
13185	25
16083	8
17091	8
19107	2
22103	32
25001	5
26163	607
27171	2
36117	2
37125	12
39141	1
39169	9
40121	4
41003	20
