12051	2
18127	1
24021	2
26065	1
41031	1
12115	2
21089	1
48459	1
51770	1
13089	1
54011	1
54039	3
12117	2
17031	58
22071	4
27139	1
29001	1
24025	1
40027	2
42043	3
01003	1
06071	7
06099	1
13127	1
28121	1
48309	2
12057	9
18105	3
24027	1
29095	8
39049	10
51810	7
06073	18
13255	2
21067	4
26107	1
30111	2
36061	136
36089	1
01097	3
12031	3
13067	3
27053	9
29510	10
39023	2
41039	2
53009	2
55025	2
06075	17
32003	9
36063	1
37071	1
37099	1
47179	2
48187	1
48439	5
06111	2
08001	1
24003	3
37135	2
39151	3
42049	1
01009	1
06077	2
20035	1
20161	5
22051	1
33013	2
34021	3
49043	1
50023	1
51059	4
01073	5
06113	1
24005	1
25013	1
26049	3
39153	1
56037	1
13107	1
17167	1
18049	1
19057	1
24510	9
36067	2
47155	1
11001	86
13045	1
25015	1
36103	2
47093	1
05045	1
06053	1
22055	1
39093	1
47157	1
12011	4
25017	5
29077	1
42027	1
45079	1
48201	18
48355	3
51540	4
56013	1
20167	1
28105	1
39095	2
42091	2
48167	3
48293	3
49049	2
51730	1
53053	2
54061	1
42029	1
04013	12
17019	5
34029	2
36045	1
39097	6
48015	1
48141	1
51165	1
27037	1
42003	19
48485	1
06059	8
34003	1
37055	2
39099	1
47009	1
51013	8
37119	6
13215	3
18003	1
18157	1
37183	6
50007	1
12019	1
21091	1
28049	3
42133	2
48209	1
55139	1
04019	6
19013	1
31109	1
34007	1
42071	3
51710	2
53033	28
13281	1
17089	2
18097	10
21093	1
48085	2
06037	84
18133	1
34009	1
38041	2
42073	1
55051	3
55079	10
12086	6
16055	2
39113	8
17127	1
37189	2
41067	1
29189	1
30015	1
42111	1
51085	1
06013	3
12061	2
24031	6
36001	4
36029	3
51121	1
53011	7
26139	2
51087	1
08031	11
08059	1
24033	3
26077	1
27085	1
12127	2
13135	2
44005	4
39057	1
40037	1
55031	1
06081	1
17043	2
27123	2
44007	1
47185	1
48067	3
21111	6
24037	5
39031	1
01015	1
06083	3
12103	1
47187	1
48041	1
08037	1
13077	1
39033	1
01017	1
06085	4
15003	3
45019	2
51760	5
01081	1
23005	4
25021	1
29207	1
39035	16
45083	1
02090	1
05051	1
06087	1
16013	1
20045	1
29019	1
36075	1
47037	18
51195	1
08013	3
25023	1
30063	1
40143	2
06061	1
19193	1
20173	4
38093	1
47011	1
47165	2
10003	1
19103	2
25025	19
51800	1
17179	1
35043	1
36079	1
47013	1
05119	2
10005	1
12021	3
13057	1
25027	2
26161	2
39167	1
48491	2
51550	1
55141	1
04021	2
06065	9
18035	1
20177	2
53063	2
01089	1
13031	1
22103	1
25001	1
26163	8
42011	4
46099	1
56025	3
01125	1
06067	4
13221	1
34011	1
34039	2
37063	2
46009	1
53065	1
09001	2
13187	1
36119	4
41005	1
33005	1
34013	3
39081	11
48027	1
49035	1
09003	1
20091	2
25005	2
37129	3
12091	2
34015	1
39083	1
48029	10
09005	1
12001	1
31055	2
42017	2
18141	1
34017	6
47149	1
48157	1
51153	1
01069	2
25009	1
12095	11
26081	5
39087	1
09009	1
45045	1
51660	1
04005	1
12097	1
19153	2
23031	1
35001	4
39061	2
08101	2
21205	1
12071	1
12099	3
41051	9
12009	3
26149	1
29047	1
48479	1
51510	4
55101	2
05143	1
08041	3
12073	2
37021	4
49019	1
51700	2
29021	2
40109	5
42125	1
48453	23
54033	1
26125	1
48329	1
06001	5
06029	11
40021	1
48113	12
51137	1
12113	2
13121	34
16047	1
20051	1
42101	17
42129	1
