20045	655	259129
51013	650	370720
36001	635	449630
37063	635	614202
47065	628	693733
31131	625	15957
20173	617	783529
09003	607	1095104
21169	603	3150
31109	599	729138
13059	596	92490
28049	586	742087
51059	577	904391
53063	576	450515
06077	575	1365884
20161	565	137769
13051	563	430281
25009	562	1248453
12103	560	1677011
18105	552	147753
06087	548	326904
39041	544	72210
33011	543	634224
34003	542	1171547
25027	537	1258705
53061	532	603435
01089	531	372166
13067	526	459226
20091	521	877816
49049	520	821900
39153	518	1064683
34013	509	1429090
37129	508	209875
01097	507	656268
36103	493	1813892
42091	483	528270
19077	477	3150
17089	474	718159
47187	469	132562
51540	467	104109
51510	464	254546
36059	463	1666501
24033	453	626979
42071	448	229032
25021	444	1155587
19103	433	229810
02020	430	780849
48041	423	374841
48215	422	1065602
42019	420	45308
53009	418	52064
48309	417	401582
17019	415	258133
08069	414	397405
17057	414	16435
42027	407	106838
06099	403	819042
53073	402	193049
42043	401	154164
48067	392	10432
08001	388	1377941
50007	388	174968
06079	388	366862
01125	384	201272
05093	383	51105
06095	382	802215
10003	381	259733
37067	380	652974
12115	378	215754
51710	375	937612
53067	375	194231
01081	374	222970
18021	373	29424
06047	364	336953
29217	359	16639
05143	359	189022
12033	358	217585
17097	358	937550
47149	357	229213
34021	355	266315
40027	353	303499
22017	349	608890
18003	349	704164
05085	344	53145
18103	342	27039
01101	339	595573
19113	336	420487
42029	335	149124
18163	334	351967
06061	329	442869
41047	328	603765
33015	326	342380
48491	325	494176
48303	324	434279
13135	324	236236
45051	322	125948
19169	320	184856
34023	315	908203
55133	315	541181
06041	308	343667
06113	308	337902
25013	306	794994
38017	303	204289
13089	302	310046
25023	301	971935
06053	300	650790
55009	300	326008
12127	295	631554
12105	294	469546
26049	287	486992
18141	286	452833
12051	285	25021
26077	282	253682
51600	280	44324
42133	280	158179
17201	277	415566
41067	276	582911
46099	275	291033
36109	273	70739
13245	272	139491
35049	269	211763
48355	268	590567
20177	263	364710
48277	260	56811
22055	259	262311
08101	259	262344
23011	258	77682
18157	256	126652
06107	253	539801
12071	252	577657
17197	252	775393
12021	251	111138
34025	250	388192
08059	250	573004
37051	249	294806
08005	249	299344
29189	248	882580
06007	247	217668
18035	246	208432
51680	246	130538
42017	245	262958
51121	241	116812
54061	240	57914
48139	239	131300
12117	237	401962
42069	236	241610
18057	236	295497
39003	234	92526
42049	233	234248
42095	232	269359
24027	232	368916
51770	231	182336
40079	230	27560
21227	229	104448
34039	229	888510
51025	227	299
37147	225	171682
18089	225	809675
02090	221	106079
41003	220	156401
42011	219	256557
25005	219	832713
53035	215	168380
39017	215	331562
17113	213	179747
40119	213	96460
48245	212	509923
17167	212	156424
13107	211	16909
28035	211	111654
48375	208	363532
24005	205	881631
04005	203	155065
48027	203	457437
27037	202	580184
12083	202	160736
42081	201	78988
48339	199	252855
42077	198	260504
26139	197	165240
48209	197	74154
39099	196	345843
54039	192	128735
34007	192	605358
06055	191	214449
25015	190	214499
12005	189	109732
17111	187	407840
28105	186	45640
47125	186	223388
30063	185	126328
36027	185	141047
13215	183	372940
48279	182	11866
45077	182	74917
54011	182	108727
17143	182	245168
39149	181	42362
48157	180	412472
55087	180	188267
41005	178	371208
48469	176	126117
18091	176	183885
34031	171	853461
05007	170	259888
45091	168	154089
19013	168	206331
42045	167	414484
06089	166	221959
26099	166	1200635
17119	166	331679
41007	165	36140
24021	163	133076
48479	162	632307
48061	162	531256
51153	161	177290
45083	160	104904
36057	160	48928
08035	158	368139
13021	156	286057
37189	155	28722
39165	154	87471
49043	153	33062
04021	152	207002
35013	152	184820
28071	152	13348
13057	151	41456
12061	151	101379
51107	151	192189
51630	151	41124
42041	150	105391
36111	150	122343
05045	149	109399
55139	149	215550
12101	147	225861
41017	147	159410
53005	147	250196
39151	146	247746
42079	145	259228
51700	145	360300
05031	145	122227
48441	144	232248
36007	143	143737
27109	143	105498
37001	142	140287
55035	142	134877
51550	141	398368
49057	140	408512
12097	139	195497
28047	139	291417
12091	138	134187
48423	138	201939
34027	138	270509
51650	135	440867
09011	135	189584
48183	133	270675
51660	131	83450
30031	131	82520
23001	128	124280
18127	127	130422
17163	127	279300
47179	126	124429
27163	126	327424
55127	125	97359
48251	125	115545
36091	124	81668
48451	124	265694
29097	124	151865
28081	123	85378
21009	122	29880
36065	121	179376
18081	120	117615
47165	118	175395
36063	118	216220
53077	115	275313
47113	115	63603
36083	115	85599
34001	114	213406
06017	114	180943
04027	113	211250
39009	113	31832
36093	112	187007
01003	112	122452
37097	112	91544
55059	110	240316
37025	110	108436
35043	109	161433
46009	109	1966
34029	108	373176
22103	108	109957
41029	106	219876
45013	106	100317
51830	106	22800
13151	106	52605
37071	105	197571
39093	105	470397
45063	104	92119
42007	104	88228
26055	103	30319
33017	102	115863
22073	102	129050
47011	102	37443
05131	102	175054
17037	102	138377
37019	102	38850
27003	102	426332
30111	101	210211
01069	101	186561
19015	101	22954
55063	101	152752
33013	100	113519
45007	99	42113
42055	99	62997
17077	97	66496
55089	96	101347
55101	95	215123
29183	95	390524
28033	95	174177
44003	94	334848
06023	93	136863
53075	93	51894
37035	92	111965
45041	91	39532
24045	91	29887
13287	91	8798
13031	91	50782
21059	90	108956
23017	90	24544
01077	90	111319
39137	90	7853
36087	89	229395
26075	88	77717
53027	88	55542
13185	87	93697
34005	86	215280
38035	85	97354
17115	85	156925
51610	85	20680
12087	85	95084
13115	85	79897
06057	84	67674
55105	84	209837
18039	84	176872
28121	84	81463
46103	83	127533
48039	83	284539
33007	83	32351
47119	83	53933
16057	83	43730
18109	82	26757
10005	82	49452
01117	82	136444
12081	82	147555
33009	82	61428
20209	81	158288
37133	81	71623
42075	81	72391
06025	81	209375
38015	80	113412
13139	79	41803
04015	79	258632
22051	79	583291
28089	78	76488
01055	78	129918
04025	78	205206
08123	78	238229
47163	77	117662
13095	77	75794
40031	77	188336
27013	76	72869
55073	76	90873
26145	75	153547
09007	75	138473
38095	74	1186
12069	74	146768
23003	74	39632
24025	74	128253
45003	73	94300
53071	73	74592
37179	73	80047
40017	73	110756
39133	73	84798
48485	72	232878
48181	72	144344
29051	72	71766
19163	72	242677
13153	72	143791
48329	71	195564
25003	71	135255
17161	71	202493
21151	71	43169
08037	71	46610
51740	71	201130
47141	70	68924
49011	70	362208
37159	70	71847
44005	70	125559
55117	69	127820
29213	68	18158
23019	68	127788
21117	68	172794
26121	67	152031
49005	67	111337
01103	67	86283
06031	67	206166
08077	67	120852
20035	66	34972
21015	66	55231
18095	66	133757
36013	66	130555
39057	66	194862
47083	66	2754
26021	65	66581
12035	65	94078
24043	65	93196
45035	65	75714
18167	65	116427
29031	64	84744
27139	64	155806
42125	63	79671
13117	63	11194
22105	63	42792
48135	63	182512
17179	62	157902
34015	62	123023
42013	62	117839
36015	62	86183
34035	61	132921
18165	61	6383
08097	61	15048
21145	61	52614
47001	60	67270
39173	60	79088
51683	60	75398
47155	59	60680
54003	59	33784
29047	59	1030746
48091	59	139263
01015	59	87855
25001	59	491577
42021	58	59670
51840	58	24895
22061	57	50392
47009	57	64831
37057	57	87509
26025	57	138865
01033	57	39226
35061	57	39659
08067	56	30044
38101	56	71522
13063	56	99950
22015	56	130524
39103	55	171196
10001	55	84376
27019	55	88293
47053	55	43016
39085	55	243123
40147	54	73304
09005	54	223687
45075	54	29645
42073	54	60039
12113	54	37226
08014	54	89384
13295	54	20695
28059	53	135205
31153	53	105051
53057	52	82233
13077	52	50327
34009	52	84177
32510	52	114682
26103	52	63767
19193	52	169210
36045	52	52625
19061	52	117872
35045	52	117665
53015	51	67845
06039	51	135745
13097	51	65594
48037	51	75795
18063	51	59932
33005	51	78287
48397	51	72030
53029	51	49287
12019	51	80643
53007	50	64048
09013	50	135746
04003	50	149730
13113	50	53562
55097	50	61729
29001	50	33946
16055	49	125083
42001	49	31622
51087	49	53492
36075	49	38665
17091	49	112999
06101	48	114165
30049	48	56392
08071	48	18378
19101	47	9660
01039	47	23654
13045	47	52935
26093	47	52888
27169	47	54740
27171	47	87046
27027	46	66274
29043	46	64108
24047	46	27512
13015	46	42237
56021	46	110886
37101	46	40052
17123	46	6056
53041	46	49273
16027	45	114259
48471	45	36523
29055	45	7198
17195	45	29478
21073	45	54102
37191	45	86252
21093	45	98868
51800	45	127354
42089	44	42071
21037	44	84914
18067	44	96119
21113	43	59612
12017	43	73006
54107	43	78185
40021	43	41745
36077	43	31964
42051	43	58931
29161	42	35730
55131	42	124835
37045	42	40488
12085	42	95270
27131	42	61232
42107	42	92275
06069	42	78458
27089	42	2319
45009	41	9993
55039	41	105132
41071	41	114425
34011	41	193134
08107	41	18698
37125	41	48225
21035	41	15626
06045	41	58887
16019	41	114880
45015	41	96935
53037	40	37924
24013	40	92748
55109	40	37665
46011	40	36556
55055	40	69280
36101	40	41202
46013	40	47334
21177	39	32682
29147	39	11265
05051	39	84263
15001	39	121051
42085	39	75415
37139	39	36030
12053	39	162400
51590	39	91788
56001	39	53868
37127	38	117859
47189	38	60900
26061	38	19428
13247	38	25056
37089	38	21851
25011	38	58642
29099	38	73594
13223	37	11077
54069	37	31763
01031	37	54760
17093	37	76421
24017	37	76697
40125	37	38600
26073	37	25281
17001	37	39731
17029	37	55302
18043	36	76687
37151	36	81346
29071	36	50276
45031	36	29307
56039	36	11610
26115	36	56082
26147	36	87669
36019	36	45199
05145	36	45102
22079	36	74972
34019	36	24852
26091	36	73382
08117	35	10877
02110	35	61422
01095	35	60097
40101	35	80197
21125	35	8642
05125	35	82391
23031	35	177294
48187	35	114510
27141	35	34774
54037	35	5873
39141	35	45372
29101	35	40739
41043	35	79803
36089	34	63193
47023	34	6337
48225	34	11104
28075	34	41476
22109	34	68519
01109	34	15650
48005	34	68301
35005	34	45217
27145	34	158630
30029	34	49150
51730	33	67480
18019	33	96281
37031	33	26389
48367	33	59620
30013	32	58399
37195	32	95703
16065	32	58878
18177	32	40409
21235	32	21049
23027	32	7052
53025	32	54528
40131	31	45849
13009	31	19682
13157	31	14567
40123	31	33232
54055	31	29236
39063	31	80708
19155	31	123884
53021	31	87810
39045	31	81140
24009	30	19858
26111	30	43675
40037	30	38107
36051	30	32001
17199	30	39997
21195	30	13462
39155	30	123912
12111	30	314188
45043	30	22924
31019	30	59952
42031	30	14349
53031	30	20663
13073	30	53791
48381	30	26443
55071	30	98437
51085	30	42839
48257	30	49875
28087	30	25376
39023	29	78527
24015	29	38256
51750	29	28234
18085	29	42317
48347	29	61382
26017	29	72708
36047	29	173198
37049	29	47342
36079	29	27102
01121	29	71362
39109	29	80161
01083	28	21504
05115	28	54096
13255	28	47782
26107	28	21462
36069	28	33377
21101	28	27495
46027	28	20018
50023	28	19444
06109	28	15847
37105	28	24435
37023	28	45565
13313	28	65001
42039	28	25663
36053	28	43058
33001	27	70530
18173	27	8074
12015	27	114342
31079	27	90297
13047	27	13837
13217	27	17758
47063	27	50408
44009	27	75895
18053	27	34797
39043	27	62521
47145	27	27257
01051	26	50400
21019	26	23080
21047	26	62376
45085	26	9123
28149	26	25701
48331	26	13905
37099	26	10405
44001	26	67413
20155	26	83936
16005	26	112572
55075	26	16323
39169	26	70795
54033	26	46050
06051	25	14906
22057	25	68335
08045	25	22333
41033	25	55799
29037	25	89382
55019	25	6778
55141	25	58333
39089	25	93003
48231	25	40491
06033	25	66180
36011	25	39173
01001	25	56530
19049	25	25541
08051	24	13432
55093	24	36227
40001	24	8979
01127	24	24707
18005	24	47309
05027	24	22449
54081	24	24870
51790	24	24040
24001	24	37549
47183	24	15607
20103	23	88340
36113	23	29324
42025	23	25225
17005	23	7770
16083	23	78478
40047	23	46311
17127	23	12534
47167	23	27569
32023	23	85387
17183	23	48590
42037	23	40027
37037	23	23109
12089	22	45856
27083	22	14773
48191	22	512
51061	22	17324
13127	22	16486
27035	22	43303
26155	22	37381
21209	22	21276
36033	22	26789
35025	22	77510
18011	22	41008
22063	22	25625
45047	22	29480
21205	22	5914
39139	22	114182
01115	22	48643
51165	22	16296
17107	22	17250
55043	22	25531
51191	22	16631
42083	22	24203
47031	22	27910
55017	22	29622
51147	22	14058
51678	22	6867
29187	22	48705
48465	22	72136
18099	21	20962
05035	21	65357
36009	21	35022
45073	21	22296
37055	21	21984
37155	21	49281
35055	21	13410
27007	21	28290
20015	21	34427
36049	21	4956
17177	21	33282
53045	21	9032
26045	21	46625
19181	21	38596
06103	21	37198
29167	21	20241
41019	21	63464
36017	20	19148
05029	20	13309
29023	20	33476
19047	20	7804
05033	20	27088
35035	20	72824
33003	20	28750
05069	20	115898
38019	20	2078
37087	20	24785
06005	20	22065
51775	20	24314
42097	20	56752
47035	20	20332
20169	20	91840
13013	20	22898
18059	20	24226
49021	20	50177
26149	20	38446
50025	20	29890
39029	20	61815
09015	20	74885
22045	20	67981
01093	20	13469
37157	19	52124
55021	19	25318
21049	19	16201
51195	19	15676
21107	19	42440
02122	19	27516
37167	19	37792
41027	19	12570
51019	19	19076
13029	19	18828
13293	19	18635
55027	19	48338
46081	19	22483
36031	19	8820
28109	19	26692
40051	19	45867
48361	19	51796
48265	19	43788
01043	18	33292
17073	18	50705
02170	18	24798
27061	18	10261
29027	18	31744
39119	18	57567
53047	18	12331
48473	18	18288
34037	18	39841
41011	18	47354
29021	18	143490
18071	18	40499
31001	18	46939
50001	18	22324
05091	18	30789
05009	18	13934
19017	18	11973
48213	18	26096
12023	18	22290
48291	18	23287
29209	18	1539
47147	18	25494
22117	18	32872
45021	18	27473
28027	18	19530
29127	18	38613
42119	18	8972
39157	18	60755
47107	17	18860
17007	17	50462
01053	17	28302
51520	17	17226
18133	17	23862
40019	17	55728
21193	17	9372
19167	17	22326
42121	17	31521
18083	17	40367
19033	17	72298
39101	17	75359
55081	17	26366
41053	17	29808
17013	17	141
25019	17	29550
05019	17	22867
34033	17	47974
40081	17	6078
37085	17	24457
34041	17	41268
36043	17	28142
13225	17	19085
50003	17	40940
48203	17	55554
51199	17	217
37109	17	22169
42059	16	18505
01017	16	24734
35028	16	17557
37107	16	47731
36023	16	39334
35015	16	35802
24035	16	25086
17095	16	71892
27049	16	47527
40039	16	17415
54049	16	39870
41059	16	83910
37027	16	43204
20055	16	26425
50015	16	4996
55111	16	25817
48001	16	35860
39087	16	29820
18017	16	42919
39025	16	17232
26047	16	13935
12109	16	24808
51003	16	3727
37171	16	18040
04007	16	31200
05055	16	49613
48427	16	29522
42109	16	14153
13129	16	28627
41035	16	19203
01087	16	23048
39167	16	20295
22069	16	37377
31119	16	24877
28043	16	29116
17081	16	19425
23023	16	32348
50027	16	19502
39065	16	21715
13187	15	8930
17049	15	28476
51041	15	19621
18069	15	20742
36021	15	14213
20051	15	41563
47099	15	14729
45055	15	24021
40097	15	13656
21089	15	19782
51570	15	17626
08049	15	5725
18037	15	35916
48409	15	69594
19139	15	48605
36039	15	15006
01071	15	32535
39083	15	20891
40071	15	57907
20037	15	21393
21199	15	12142
35031	15	40151
54025	15	8579
51171	15	15361
22101	15	44340
39027	15	25218
21029	15	38081
35009	15	33163
13179	15	56836
42005	15	15313
51067	14	7095
18065	14	25635
28145	14	8027
42111	14	20899
36037	14	20803
12055	14	39364
17141	14	20985
47003	14	37197
15009	14	70626
40083	14	25221
45011	14	17988
12119	14	28712
54019	14	18727
41041	14	24986
06035	14	37280
08113	14	4768
55031	14	55819
17117	14	27539
38033	14	1020
48497	14	11297
13143	14	14085
27079	14	15352
22005	14	17303
17055	14	28533
20111	14	53090
30093	14	34190
54079	14	8708
47051	14	18480
17063	14	42375
39143	14	33457
48099	14	46424
48477	14	29218
27041	13	10226
04023	13	43515
19045	13	28006
26059	13	12266
29145	13	15258
22089	13	46506
18111	13	3744
06015	13	14690
36003	13	13174
39147	13	62280
54045	13	5228
27111	13	32386
29029	13	13220
19125	13	27524
48259	13	17383
40013	13	33925
13233	13	18824
49045	13	64648
26005	13	21849
21021	13	15164
29113	13	14333
13237	13	18387
26105	13	16809
28001	13	34236
37175	13	7130
13277	13	31804
22097	13	72925
37069	13	5699
32005	13	14647
01009	13	13903
48467	13	15567
42131	13	6615
47105	13	12796
40049	13	16830
17105	13	20711
13213	13	7816
48143	13	34895
27093	13	8926
28151	13	41239
55135	13	11951
40137	13	57180
22119	13	34197
37113	13	4389
05005	13	24585
47059	13	30414
42117	13	8810
28003	13	14168
01113	13	56854
42033	13	28107
46079	13	6035
27025	12	24023
55085	12	7783
20057	12	26258
08029	12	17733
29225	12	9412
21031	12	2732
53003	12	8220
30071	12	3786
51820	12	41808
49053	12	155513
17021	12	35491
12107	12	14003
19191	12	9183
04001	12	20585
29165	12	14533
48323	12	52180
54065	12	1532
51167	12	6229
47025	12	8001
01049	12	39410
27005	12	17185
18179	12	24746
49047	12	8602
51185	12	19690
32001	12	16252
51690	12	14874
42061	12	16578
06063	12	5539
17137	12	20224
27067	11	19596
06115	11	39611
55003	11	9066
23013	11	24549
26159	11	16613
48083	11	12678
22085	11	6211
31157	11	37604
40087	11	25493
42035	11	20231
48055	11	29754
35037	11	5377
55113	11	2684
37161	11	16065
29201	11	25285
01021	11	23868
13261	11	34250
17133	11	18279
48349	11	53364
36117	11	20007
40121	11	36240
08007	11	3074
41061	11	26826
20113	11	15306
42065	11	24238
06009	11	18805
48373	11	10269
56037	11	29698
29131	11	14900
22095	11	71582
13275	11	19961
06093	11	29952
56029	11	14724
39013	11	28317
24029	11	6402
48221	11	6816
49051	11	20963
16011	11	28945
21239	11	16556
26087	11	19955
27085	11	14083
08085	11	31963
26067	11	26824
29091	11	24140
16017	11	16160
48021	11	19819
47073	11	22685
45057	11	10775
17085	11	5356
26037	11	11892
26029	11	9155
26129	11	2619
42015	11	18239
20191	11	16717
12063	11	8808
13175	11	18834
21121	11	3433
18113	11	26480
22113	11	16562
38105	11	24579
49015	11	3581
19027	11	11698
40145	11	32471
48363	10	33986
23009	10	32578
27095	10	9513
19157	10	20448
05001	10	18362
13219	10	6904
20121	10	12717
35017	10	21434
18033	10	21802
42127	10	12573
46029	10	20185
16013	10	14328
17203	10	12611
05063	10	18876
36105	10	13697
20163	10	1966
46065	10	27758
46121	10	2039
37077	10	15429
35041	10	22070
51155	10	20233
27147	10	49052
21217	10	10821
47143	10	8389
33019	10	26670
48219	10	13911
37173	10	7809
24041	10	13094
42087	10	21829
05015	10	9499
40065	10	20619
13227	10	4001
18169	10	35397
38077	10	10421
18107	10	15906
21185	10	13663
51047	10	22018
55045	10	16938
20125	10	31378
36115	10	11780
37013	10	11080
13085	10	1324
27099	10	23869
36095	10	7083
39145	10	25454
39007	10	65245
04017	10	44609
55115	10	21190
47089	10	11506
37165	10	30536
13111	10	1340
18145	10	17815
48007	10	17944
39159	10	16396
26027	10	15940
37115	10	3145
36097	9	5964
47019	9	31474
05139	9	43431
48337	9	6763
37011	9	2044
17103	9	19816
31053	9	25979
20059	9	16253
29159	9	20053
19053	9	6345
19057	9	28056
56013	9	17542
18061	9	2721
56005	9	23101
21179	9	22008
39053	9	9647
21231	9	5981
08083	9	11103
53065	9	13963
46135	9	27411
21005	9	9437
21083	9	10153
41065	9	12371
08087	9	16145
48401	9	14353
31111	9	24172
18183	9	19297
08119	9	8690
45001	9	7432
48053	9	12620
48459	9	11785
19127	9	51108
54053	9	7146
21167	9	10488
48273	9	50528
48049	9	39068
13119	9	3256
32019	9	42578
48047	9	194
15007	9	36923
17075	9	8336
47109	9	9269
46035	9	14741
16047	8	3316
36121	8	12920
26023	8	15026
40135	8	26230
54057	8	12689
27149	8	5133
18149	8	5717
06027	8	10996
21085	8	6355
35053	8	9534
08003	8	17542
51197	8	16310
47013	8	12411
47123	8	12061
51103	8	3468
37193	8	15023
47115	8	10835
18029	8	14903
47029	8	7383
51187	8	29232
31033	8	6492
22099	8	16858
37093	8	7038
26043	8	16047
18047	8	3578
13311	8	2429
28039	8	5854
28011	8	14784
26041	8	30913
28085	8	19572
54029	8	23810
26057	8	18746
16069	8	32030
27017	8	14117
37007	8	6119
19123	8	24157
13055	8	7059
31047	8	13813
28123	8	6369
28067	8	22100
30081	8	7820
48117	8	28744
50021	8	39617
31043	8	24270
48487	8	11660
18023	8	17092
28141	8	5189
13147	8	13906
05043	8	8954
39091	8	34416
27103	8	35764
22001	8	40792
47021	8	15012
17187	8	10459
36107	8	9038
17147	8	7790
29009	8	15977
40089	8	18592
37163	8	10689
42099	8	7159
21001	8	4163
39077	8	33884
29221	8	5674
40041	8	13785
19021	8	19670
18051	8	18825
47045	8	34658
13123	8	3060
54097	8	5782
28095	8	19558
48507	8	7093
46113	8	5169
28029	8	17677
29069	8	28032
13291	8	717
48171	8	12031
24019	8	12551
19105	8	14893
20009	8	17918
39129	8	19723
01045	8	21312
41009	7	17891
27097	7	10768
47103	7	9245
51009	7	13870
39015	7	7316
39055	7	13133
49027	7	1493
21127	7	3998
20005	7	20719
17135	7	14795
37083	7	33893
19099	7	19327
47043	7	14668
20079	7	28025
12093	7	11338
16041	7	4957
16075	7	22172
17083	7	8072
18135	7	10908
37169	7	2374
23029	7	8385
54083	7	13918
21137	7	4656
22115	7	7594
38093	7	15284
37181	7	16282
35039	7	24990
37017	7	3070
49003	7	41085
17125	7	5183
21157	7	7445
55119	7	5078
13211	7	4256
53055	7	4028
28107	7	11042
17145	7	19152
05105	7	2236
13039	7	36581
47177	7	13777
22087	7	79491
13299	7	16452
29175	7	13849
13019	7	7120
45071	7	22412
29207	7	13336
48217	7	13092
19179	7	49186
36035	7	40057
48325	7	20694
48073	7	19168
21213	7	7945
47071	7	7229
47117	7	11636
39005	7	21827
45025	7	9167
51640	7	6542
06021	7	12836
29107	7	11908
22121	7	12106
28099	7	7266
26137	7	7552
48089	7	5892
13279	7	14974
17165	7	15799
05003	7	6172
39051	7	18019
54077	7	8043
36123	7	10400
05037	7	10605
53017	7	12974
37141	7	9968
46129	7	855
26007	7	21436
27015	7	29894
42009	7	5200
41057	7	10762
21161	7	17846
40091	7	9734
17033	7	7713
26117	7	12329
39125	7	6090
55067	7	16396
54059	7	4686
37111	7	4782
53049	7	5218
02130	7	14344
01123	7	21215
13103	7	14315
13257	7	9479
28113	7	14395
27105	7	12022
21183	7	14084
32007	7	49927
55125	7	5037
47131	7	12287
18079	7	6324
45029	6	12959
28119	6	5354
39011	6	24817
39033	6	17668
37143	6	4118
28045	6	17552
51139	6	8130
05079	6	4594
06043	6	1656
08099	6	17643
45027	6	4950
18077	6	15903
48343	6	6752
13071	6	16339
27039	6	7916
26157	6	13217
18093	6	17978
56033	6	16154
29073	6	8138
40009	6	14827
28117	6	8610
05059	6	17930
27119	6	25309
21043	6	4038
17039	6	9875
22003	6	20050
51515	6	6355
54035	6	11285
48097	6	19135
39123	6	7423
24039	6	5239
18087	6	3515
29049	6	20712
48445	6	18114
47185	6	4685
26015	6	9985
48499	6	13060
30047	6	9674
37103	6	1466
08047	6	679
41031	6	10340
01133	6	5027
35027	6	10308
39171	6	13626
37061	6	6621
28139	6	7820
18031	6	12198
18041	6	28872
27113	6	8426
17157	6	17579
45059	6	20451
19175	6	14422
40069	6	6699
05103	6	12218
49039	6	13631
31177	6	9216
47047	6	4845
46015	6	4484
48481	6	32658
55005	6	22411
53039	6	6633
29119	6	4463
30041	6	19049
48493	6	7901
48293	6	22589
48013	6	19230
55015	6	7954
48365	6	7111
51083	6	9531
28007	6	14842
36099	6	14115
45033	6	14061
18147	6	8084
19029	6	16024
01019	6	3960
48071	6	10332
20099	6	24409
48147	6	15483
37059	6	9841
40153	6	11748
18027	5	12670
51015	5	22649
39111	5	304
01059	5	11918
53051	5	1921
29105	5	13759
20041	5	8711
55049	5	11746
19111	5	12455
21099	5	4230
21071	5	7282
19083	5	13385
31151	5	8312
32013	5	12658
28009	5	1074
17173	5	5629
21207	5	4190
37039	5	3135
40035	5	6508
40099	5	7414
01065	5	4708
29011	5	4603
51089	5	10699
13177	5	2767
19187	5	54318
23015	5	12859
51113	5	211
49019	5	4888
13207	5	4433
28137	5	6690
51069	5	2444
48199	5	19846
37149	5	2754
27047	5	35338
54099	5	5267
28115	5	6819
47015	5	2790
48429	5	11090
51173	5	8410
48189	5	25031
48161	5	8269
19059	5	6536
18137	5	8969
48223	5	15029
13069	5	10877
39079	5	18048
37145	5	8834
39161	5	11427
55069	5	14014
13083	5	2222
55121	5	7809
29117	5	8867
51023	5	7148
01105	5	4997
28163	5	12081
18015	5	5996
08089	5	15507
36025	5	7168
39021	5	15376
36061	5	10082
48185	5	7488
27115	5	5173
30067	5	8033
29003	5	5239
37047	5	6477
22031	5	7615
38089	5	15863
05089	5	5316
51143	5	4507
45023	5	9463
21095	5	4688
12121	5	7215
47079	5	10257
19165	5	10192
17149	5	7069
17121	5	13426
48019	5	7599
48299	5	17136
51141	5	3125
05075	5	5894
54109	5	4566
20085	5	6838
46041	5	896
47017	5	10379
54027	5	4193
27135	5	4391
01057	5	9342
17159	5	9223
38071	5	13622
19171	5	7237
36073	5	12802
55047	5	7532
22011	5	9808
05149	5	8752
48321	5	20023
40103	5	5352
21097	5	6218
05057	5	20764
21115	5	8050
17035	5	3266
17189	5	4001
47085	5	5840
51530	5	6349
21211	5	10596
42123	5	10316
26127	5	3875
28017	4	4079
41015	4	7298
47091	4	4830
29177	4	7503
47041	4	5023
08015	4	7625
37121	4	2702
39039	4	32197
12047	4	3479
26069	4	6643
22009	4	14012
37197	4	6798
19067	4	9091
19031	4	4386
